component_name	component_version	package_or_native_component	upstream_source	license_expression	selected_license_branch	authoritative_private_license_path	public_legal_file_path	legal_file_sha256	notice_path	artifacts	distribution_kind	inclusion_reason	exclusion_reason	verification_status
serde	1.0.229	rust-package	https://crates.io/crates/serde/1.0.229	MIT OR Apache-2.0	MIT	licenses/serde-1.0.229-LICENSE-MIT-MIT-995979f24a-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_core-> mcraw4vulkan-core@0.1.0 -normal:serde-> serde@1.0.229. Observed unit contexts: HOST_BUILD_SCRIPT,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
serde_core	1.0.229	rust-package	https://crates.io/crates/serde_core/1.0.229	MIT OR Apache-2.0	MIT	licenses/serde_core-1.0.229-LICENSE-MIT-MIT-aeb1f39ef0-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_core-> mcraw4vulkan-core@0.1.0 -normal:serde-> serde@1.0.229 -normal:serde_core-> serde_core@1.0.229. Observed unit contexts: HOST_BUILD_DEPENDENCY,HOST_BUILD_SCRIPT,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
serde_derive	1.0.229	rust-package	https://crates.io/crates/serde_derive/1.0.229	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_core-> mcraw4vulkan-core@0.1.0 -normal:serde-> serde@1.0.229 -normal:serde_derive-> serde_derive@1.0.229. No independent target unit or generated-material proof.	PASS
serde_json	1.0.151	rust-package	https://crates.io/crates/serde_json/1.0.151	MIT OR Apache-2.0	MIT	licenses/serde_json-1.0.151-LICENSE-MIT-MIT-4b12e2adc5-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_mcrawcontainer-> mcraw4vulkan-mcrawcontainer@0.1.0 -normal:serde_json-> serde_json@1.0.151. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
serde_repr	0.1.21	rust-package	https://crates.io/crates/serde_repr/0.1.21	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:serde_repr-> serde_repr@0.1.21. No independent target unit or generated-material proof.	PASS
serde_spanned	1.1.1	rust-package	https://crates.io/crates/serde_spanned/1.1.1	MIT OR Apache-2.0	NOT_SELECTED						HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -build:winresource-> winresource@0.1.31 -normal:toml-> toml@1.1.4+spec-1.1.0 -normal:serde_spanned-> serde_spanned@1.1.1. No independent target unit or generated-material proof.	PASS
sharded-slab	0.1.7	rust-package	https://crates.io/crates/sharded-slab/0.1.7	MIT	MIT	licenses/sharded-slab-0.1.7-LICENSE-MIT-a9f751bae8-eafbfa606bc0.txt	licenses/sharded-slab-0.1.7-LICENSE-MIT-a9f751bae8-eafbfa606bc0.txt	eafbfa606bc005ed7fd2f623d65af17ffe4ef7c017221ac14405bf4140771ea9		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:tracing_subscriber-> tracing-subscriber@0.3.23 -normal:sharded_slab-> sharded-slab@0.1.7. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
shlex	2.0.1	rust-package	https://crates.io/crates/shlex/2.0.1	MIT OR Apache-2.0	NOT_SELECTED						HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -build:cc-> cc@1.4.2 -normal:shlex-> shlex@2.0.1. No independent target unit or generated-material proof.	PASS
signal-hook-registry	1.4.8	rust-package	https://crates.io/crates/signal-hook-registry/1.4.8	MIT OR Apache-2.0	MIT	licenses/signal-hook-registry-1.4.8-LICENSE-MIT-MIT-89e0de50e4-503558bfefe6.txt	licenses/signal-hook-registry-1.4.8-LICENSE-MIT-MIT-89e0de50e4-503558bfefe6.txt	503558bfefe66ca15e4e3f7955b3cb0ec87fd52f29bf24b336af7bd00e946d5c		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_process-> async-process@2.5.0 -normal:async_signal-> async-signal@0.2.14 -normal:signal_hook_registry-> signal-hook-registry@1.4.8. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
simd-adler32	0.3.10	rust-package	https://crates.io/crates/simd-adler32/0.3.10	MIT	MIT	licenses/simd-adler32-0.3.10-LICENSE.md-MIT-0e4c60e6b6-42a35170233e.txt	licenses/simd-adler32-0.3.10-LICENSE.md-MIT-0e4c60e6b6-42a35170233e.txt	42a35170233e83e18856792e748de4c1ce4a63b2afce9a370c89ef3fe23f9f2d		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:png-> png@0.18.1 -normal:fdeflate-> fdeflate@0.3.7 -normal:simd_adler32-> simd-adler32@0.3.10. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
slab	0.4.12	rust-package	https://crates.io/crates/slab/0.4.12	MIT	MIT	licenses/slab-0.4.12-LICENSE-MIT-dc4ece0b6e-8ce0830173fd.txt	licenses/slab-0.4.12-LICENSE-MIT-dc4ece0b6e-8ce0830173fd.txt	8ce0830173fdac609dfb4ea603fdc002c2f4af0dc9b1a005653f5da9cf534b18		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_executor-> async-executor@1.14.0 -normal:slab-> slab@0.4.12. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
slotmap	1.1.1	rust-package	https://crates.io/crates/slotmap/1.1.1	Zlib	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source slotmap-1.1.1.	PASS
smallvec	1.15.2	rust-package	https://crates.io/crates/smallvec/1.15.2	MIT OR Apache-2.0	MIT	licenses/smallvec-1.15.2-LICENSE-MIT-MIT-9ae314456d-0b28172679e0.txt	licenses/smallvec-1.15.2-LICENSE-MIT-MIT-9ae314456d-0b28172679e0.txt	0b28172679e0009b655da42797c03fd163a3379d5cfa67ba1f1655e974a2a1a9		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:parking_lot-> parking_lot@0.12.5 -normal:parking_lot_core-> parking_lot_core@0.9.12 -normal:smallvec-> smallvec@1.15.2. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
spirv	0.3.0+sdk-1.3.268.0	rust-package	https://crates.io/crates/spirv/0.3.0+sdk-1.3.268.0	Apache-2.0	Apache-2.0	licenses/spirv-0.3.0+sdk-1.3.268.0-LICENSE-Apache-2_0-acc0572093-cfc7749b96f6.txt	licenses/gl_generator-0.14.0-LICENSE-Apache-2_0-33bdcf7e06-cfc7749b96f6.txt	cfc7749b96f63bd31c3c42b5c471bf756814053e847c10f3eb003417bc523d30		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:spirv-> spirv@0.3.0+sdk-1.3.268.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
static_assertions	1.1.0	rust-package	https://crates.io/crates/static_assertions/1.1.0	MIT OR Apache-2.0	MIT	licenses/static_assertions-1.1.0-LICENSE-MIT-MIT-ebffc3fac0-ea084a2373eb.txt	licenses/static_assertions-1.1.0-LICENSE-MIT-MIT-ebffc3fac0-ea084a2373eb.txt	ea084a2373ebc1f0902c09266e7bf25a05ab3814c1805bb017ffa7308f90c061		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:static_assertions-> static_assertions@1.1.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
strum	0.26.3	rust-package	https://crates.io/crates/strum/0.26.3	MIT	MIT	licenses/strum-0.26.3-LICENSE-MIT-79fe6f7e18-8bce3b45e49e.txt	licenses/strum-0.26.3-LICENSE-MIT-79fe6f7e18-8bce3b45e49e.txt	8bce3b45e49ecd1461f223b46de133d8f62cd39f745cfdaf81bee554b908bd42		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:strum-> strum@0.26.3. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
strum_macros	0.26.4	rust-package	https://crates.io/crates/strum_macros/0.26.4	MIT	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:strum-> strum@0.26.3 -normal:strum_macros-> strum_macros@0.26.4. No independent target unit or generated-material proof.	PASS
syn	2.0.119	rust-package	https://crates.io/crates/syn/2.0.119	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO_SUPPORT		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:strum-> strum@0.26.3 -normal:strum_macros-> strum_macros@0.26.4 -normal:syn-> syn@2.0.119. No independent target unit or generated-material proof.	PASS
syn	3.0.3	rust-package	https://crates.io/crates/syn/3.0.3	MIT OR Apache-2.0	MIT	licenses/syn-3.0.3-LICENSE-MIT-MIT-f777b1dc66-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:zbus_names-> zbus_names@4.3.4 -normal:zvariant-> zvariant@5.14.0 -normal:zvariant_utils-> zvariant_utils@4.0.0 -normal:syn-> syn@3.0.3. Observed unit contexts: HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
tauri-winrt-notification	0.7.3	rust-package	https://crates.io/crates/tauri-winrt-notification/0.7.3	MIT OR Apache-2.0	MIT	licenses/tauri-winrt-notification-0.7.3-LICENSE.spdx-NOTICE-ea72f7b506-a212bb763e1d.txt	licenses/tauri-winrt-notification-0.7.3-LICENSE.spdx-NOTICE-ea72f7b506-a212bb763e1d.txt	a212bb763e1d415210f9d345a4c0bb896571b997f3599a92de16281acafc989b	licenses/tauri-winrt-notification-0.7.3-LICENSE.spdx-NOTICE-ea72f7b506-a212bb763e1d.txt	windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:winrt_notification-> tauri-winrt-notification@0.7.3. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
tauri-winrt-notification	0.7.3	rust-package	https://crates.io/crates/tauri-winrt-notification/0.7.3	MIT OR Apache-2.0	MIT	licenses/tauri-winrt-notification-0.7.3-LICENSE_MIT-MIT-a625b86821-9dd42ea92cff.txt	licenses/tauri-winrt-notification-0.7.3-LICENSE_MIT-MIT-a625b86821-9dd42ea92cff.txt	9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d		windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:winrt_notification-> tauri-winrt-notification@0.7.3. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
tempfile	3.27.0	rust-package	https://crates.io/crates/tempfile/3.27.0	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source tempfile-3.27.0.	PASS
termcolor	1.4.1	rust-package	https://crates.io/crates/termcolor/1.4.1	Unlicense OR MIT	MIT	licenses/termcolor-1.4.1-COPYING-NOTICE-b1088ab91c-01c266bced4a.txt	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	01c266bced4a434da0051174d6bee16a4c82cf634e2679b6155d40d75012390f	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:codespan_reporting-> codespan-reporting@0.11.1 -normal:termcolor-> termcolor@1.4.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
termcolor	1.4.1	rust-package	https://crates.io/crates/termcolor/1.4.1	Unlicense OR MIT	MIT	licenses/termcolor-1.4.1-LICENSE-MIT-MIT-8a12efbf93-0f96a83840e1.txt	licenses/jiff-0.2.35-LICENSE-MIT-MIT-84c2c65344-0f96a83840e1.txt	0f96a83840e146e43c0ec96a22ec1f392e0680e6c1226e6f3ba87e0740af850f		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:codespan_reporting-> codespan-reporting@0.11.1 -normal:termcolor-> termcolor@1.4.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
thiserror	1.0.69	rust-package	https://crates.io/crates/thiserror/1.0.69	MIT OR Apache-2.0	MIT	licenses/thiserror-1.0.69-LICENSE-MIT-MIT-1af752468c-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui_wgpu-> egui-wgpu@0.31.1 -normal:thiserror-> thiserror@1.0.69. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
thiserror	2.0.20	rust-package	https://crates.io/crates/thiserror/2.0.20	MIT OR Apache-2.0	MIT	licenses/thiserror-2.0.20-LICENSE-MIT-MIT-ca01539c8c-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_core-> mcraw4vulkan-core@0.1.0 -normal:thiserror-> thiserror@2.0.20. Observed unit contexts: HOST_BUILD_SCRIPT,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
thiserror-impl	1.0.69	rust-package	https://crates.io/crates/thiserror-impl/1.0.69	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan-gui -normal:egui_wgpu-> egui-wgpu@0.31.1 -normal:thiserror-> thiserror@1.0.69 -normal:thiserror_impl-> thiserror-impl@1.0.69. No independent target unit or generated-material proof.	PASS
thiserror-impl	2.0.20	rust-package	https://crates.io/crates/thiserror-impl/2.0.20	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_core-> mcraw4vulkan-core@0.1.0 -normal:thiserror-> thiserror@2.0.20 -normal:thiserror_impl-> thiserror-impl@2.0.20. No independent target unit or generated-material proof.	PASS
thread_local	1.1.10	rust-package	https://crates.io/crates/thread_local/1.1.10	MIT OR Apache-2.0	MIT	licenses/thread_local-1.1.10-LICENSE-MIT-MIT-1058e059be-c9a75f18b9ab.txt	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:tracing_subscriber-> tracing-subscriber@0.3.23 -normal:thread_local-> thread_local@1.1.10. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
time	0.3.45	rust-package	https://crates.io/crates/time/0.3.45	MIT OR Apache-2.0	MIT	licenses/time-0.3.45-LICENSE-MIT-MIT-b4b8b1e506-2537228d9a1b.txt	licenses/time-0.3.45-LICENSE-MIT-MIT-b4b8b1e506-2537228d9a1b.txt	2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:time-> time@0.3.45. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
time-core	0.1.7	rust-package	https://crates.io/crates/time-core/0.1.7	MIT OR Apache-2.0	MIT	licenses/time-core-0.1.7-LICENSE-MIT-MIT-19311c882f-2537228d9a1b.txt	licenses/time-0.3.45-LICENSE-MIT-MIT-b4b8b1e506-2537228d9a1b.txt	2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:time-> time@0.3.45 -normal:time_core-> time-core@0.1.7. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
toml	1.1.4+spec-1.1.0	rust-package	https://crates.io/crates/toml/1.1.4+spec-1.1.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -build:winresource-> winresource@0.1.31 -normal:toml-> toml@1.1.4+spec-1.1.0. No independent target unit or generated-material proof.	PASS
toml_datetime	1.1.1+spec-1.1.0	rust-package	https://crates.io/crates/toml_datetime/1.1.1+spec-1.1.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO_SUPPORT+HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:num_enum-> num_enum@0.7.6 -normal:num_enum_derive-> num_enum_derive@0.7.6 -normal:proc_macro_crate-> proc-macro-crate@3.5.0 -normal:toml_edit-> toml_edit@0.25.13+spec-1.1.0 -normal:toml_datetime-> toml_datetime@1.1.1+spec-1.1.0. No independent target unit or generated-material proof.	PASS
toml_edit	0.25.13+spec-1.1.0	rust-package	https://crates.io/crates/toml_edit/0.25.13+spec-1.1.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO_SUPPORT		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:num_enum-> num_enum@0.7.6 -normal:num_enum_derive-> num_enum_derive@0.7.6 -normal:proc_macro_crate-> proc-macro-crate@3.5.0 -normal:toml_edit-> toml_edit@0.25.13+spec-1.1.0. No independent target unit or generated-material proof.	PASS
toml_parser	1.1.3+spec-1.1.0	rust-package	https://crates.io/crates/toml_parser/1.1.3+spec-1.1.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO_SUPPORT+HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:num_enum-> num_enum@0.7.6 -normal:num_enum_derive-> num_enum_derive@0.7.6 -normal:proc_macro_crate-> proc-macro-crate@3.5.0 -normal:toml_edit-> toml_edit@0.25.13+spec-1.1.0 -normal:toml_parser-> toml_parser@1.1.3+spec-1.1.0. No independent target unit or generated-material proof.	PASS
toml_writer	1.1.2+spec-1.1.0	rust-package	https://crates.io/crates/toml_writer/1.1.2+spec-1.1.0	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		No effective unit exists for any supported release target or public executable. winresource enables toml's std, parse, and serde features but not its optional display feature, so toml_writer remains a lock-only inactive dependency.	PASS
tracing	0.1.44	rust-package	https://crates.io/crates/tracing/0.1.44	MIT	MIT	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:tracing-> tracing@0.1.44. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
tracing-attributes	0.1.31	rust-package	https://crates.io/crates/tracing-attributes/0.1.31	MIT	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:tracing-> tracing@0.1.44 -normal:tracing_attributes-> tracing-attributes@0.1.31. No independent target unit or generated-material proof.	PASS
